1.000000;16:0.500000:1.437500
2048;128:1024:3056
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 3 3 2 5 2 1 4 4 4 3 4 1 9 3 4 5 8 0 4 3 4 2 2 1 4 2 1 0 3 2 1 1 0 2 1 0 0 1 1 0 1 0 1 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 1 5 5 3 5 4 5 7 15 17 20 23 25 39 36 58 51 53 60 69 86 89 97 90 99 92 85 100 99 91 92 77 74 58 67 63 45 66 40 47 37 23 27 14 18 17 17 8 9 1 4 4 2 5 1 4 0 2 0 0 0 0 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 1 1 1 3 2 1 7 11 8 21 19 38 53 73 101 114 177 195 214 302 324 387 451 555 561 695 752 790 858 927 978 1009 975 975 958 922 879 831 805 676 647 610 554 471 361 364 273 243 195 160 155 113 98 60 47 40 36 28 19 16 8 7 6 1 2 4 2 1 1 3 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 2 1 7 5 14 29 49 52 96 115 158 236 334 428 607 748 975 1212 1377 1776 2092 2583 2838 3179 3645 3867 4183 4363 4590 4685 4841 4733 4596 4516 4294 3950 3624 3273 2945 2530 2270 1898 1690 1454 1126 907 747 595 461 372 297 234 173 122 93 65 50 39 26 15 14 8 6 2 2 2 2 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 4 4 5 8 18 16 20 52 78 135 177 277 377 557 808 1061 1384 1881 2385 3008 3702 4578 5384 6487 7373 8363 9281 10192 10793 11232 11719 12049 11822 11482 11023 10531 9948 9110 8151 7158 6197 5358 4680 3742 3038 2493 2021 1581 1242 907 700 546 374 258 207 134 116 59 43 29 26 11 8 8 3 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 2 1 1 2 4 14 22 33 55 80 121 185 311 406 628 875 1250 1703 2400 3032 3844 4982 6006 7310 8782 10056 11374 12549 13621 14864 15517 15852 15971 15984 15647 14717 13682 12682 11510 10034 8837 7617 6226 5216 4074 3370 2652 2129 1538 1084 829 605 444 309 235 130 102 74 40 24 16 15 8 5 4 0 1 0 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 3 2 6 10 21 34 46 71 102 187 253 446 611 853 1155 1591 2076 2815 3416 4511 5354 6446 7624 8852 9958 10854 11487 12246 12486 12721 12600 12233 11666 10860 10006 8636 7574 6584 5587 4476 3668 2989 2283 1701 1274 964 719 452 350 237 185 110 53 42 33 15 8 7 7 3 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
