1.000000;16:0.500000:1.437500
2048;128:1024:3056
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 3 1 3 4 1 4 4 4 2 6 3 1 7 8 4 2 7 5 5 3 4 1 10 3 4 3 4 1 2 3 2 0 1 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 5 4 2 4 9 9 19 16 13 25 29 26 36 55 52 59 76 75 82 80 96 83 97 99 100 97 94 94 96 74 73 62 81 51 77 37 51 33 32 25 30 22 18 18 16 8 6 4 4 2 3 0 3 2 1 1 1 0 1 1 0 0 1 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 4 6 2 10 12 20 33 34 45 65 82 120 154 178 250 301 335 393 443 528 602 678 702 845 873 971 976 1007 1011 1011 994 908 929 903 811 733 688 592 561 469 396 315 259 241 209 171 153 113 85 67 48 35 33 14 23 15 6 9 5 3 4 4 1 3 0 0 1 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 4 4 3 13 13 25 31 57 91 119 172 226 325 499 575 797 980 1143 1536 1827 2164 2480 2957 3323 3672 4012 4219 4415 4666 4699 4794 4682 4639 4539 4302 3927 3706 3401 2984 2545 2240 1874 1669 1395 1121 957 732 585 500 347 289 202 156 140 73 80 48 33 16 15 10 7 5 6 1 1 2 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 6 7 10 12 21 54 66 134 172 260 374 567 750 1108 1352 1837 2334 3104 3775 4554 5585 6455 7393 8368 9262 10031 10700 11333 11646 11868 11948 11606 11151 10524 9745 9056 8100 7244 6306 5381 4594 3810 3103 2481 2054 1648 1211 900 715 530 382 316 205 163 101 75 46 31 17 6 9 5 3 2 1 2 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2 5 4 16 15 32 42 71 120 195 292 421 599 877 1261 1689 2316 3080 3936 4807 5964 7247 8667 9910 11198 12620 13838 14737 15412 15969 16173 16122 15240 14768 13799 12939 11536 10073 8882 7512 6353 5169 4223 3448 2579 2056 1529 1127 865 604 448 284 214 132 79 65 34 27 26 11 7 3 4 2 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 1 2 2 4 8 13 28 41 70 99 197 274 407 588 810 1128 1504 2127 2700 3530 4412 5311 6480 7467 8725 9806 10590 11677 12249 12550 12764 12625 12279 11518 10746 9834 8639 7641 6539 5515 4591 3612 2921 2213 1717 1322 998 722 528 297 230 146 122 74 48 16 20 7 7 6 1 0 1 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
